t,x,v
3.733,-0.248953,3.04785
3.734,-0.245898,3.05493
3.735,-0.242836,3.06191
3.736,-0.239767,3.06882
3.737,-0.236691,3.07563
3.738,-0.233609,3.08236
3.739,-0.23052,3.089
3.74,-0.227424,3.09555
3.741,-0.224322,3.10201
3.742,-0.221214,3.10839
3.743,-0.218099,3.11468
3.744,-0.214978,3.12087
3.745,-0.211851,3.12698
3.746,-0.208718,3.13301
3.747,-0.20558,3.13894
3.748,-0.202435,3.14478
3.749,-0.199284,3.15053
3.75,-0.196128,3.1562
3.751,-0.192966,3.16177
3.752,-0.189799,3.16725
3.753,-0.186626,3.17265
3.754,-0.183448,3.17795
3.755,-0.180265,3.18317
3.756,-0.177077,3.18829
3.757,-0.173884,3.19332
3.758,-0.170685,3.19826
3.759,-0.167482,3.20311
3.76,-0.164274,3.20787
3.761,-0.161062,3.21254
3.762,-0.157845,3.21712
3.763,-0.154623,3.2216
3.764,-0.151397,3.226
3.765,-0.148167,3.2303
3.766,-0.144932,3.23451
3.767,-0.141694,3.23863
3.768,-0.138451,3.24265
3.769,-0.135204,3.24659
3.77,-0.131954,3.25043
3.771,-0.1287,3.25418
3.772,-0.125442,3.25783
3.773,-0.122181,3.2614
3.774,-0.118916,3.26487
3.775,-0.115647,3.26825
3.776,-0.112376,3.27153
3.777,-0.109101,3.27472
3.778,-0.105823,3.27782
3.779,-0.102543,3.28083
3.78,-0.0992588,3.28374
3.781,-0.0959723,3.28656
3.782,-0.092683,3.28929
3.783,-0.089391,3.29192
3.784,-0.0860966,3.29446
3.785,-0.0827997,3.2969
3.786,-0.0795004,3.29926
3.787,-0.0761989,3.30151
3.788,-0.0728952,3.30368
3.789,-0.0695895,3.30575
3.79,-0.0662818,3.30772
3.791,-0.0629722,3.3096
3.792,-0.0596608,3.31139
3.793,-0.0563477,3.31309
3.794,-0.053033,3.31468
3.795,-0.0497168,3.31619
3.796,-0.0463992,3.3176
3.797,-0.0430803,3.31892
3.798,-0.0397602,3.32014
3.799,-0.0364389,3.32127
3.8,-0.0331166,3.3223
3.801,-0.0297934,3.32324
3.802,-0.0264693,3.32408
3.803,-0.0231444,3.32483
3.804,-0.0198189,3.32549
3.805,-0.0164929,3.32605
3.806,-0.0131664,3.32651
3.807,-0.0098395,3.32689
3.808,-0.00651233,3.32716
3.809,-0.00318499,3.32735
3.81,0.000142446,3.32743
3.811,0.00346987,3.32743
3.812,0.0067972,3.32733
3.813,0.0101243,3.32713
3.814,0.0134512,3.32684
3.815,0.0167776,3.32646
3.816,0.0201036,3.32598
3.817,0.023429,3.3254
3.818,0.0267537,3.32473
3.819,0.0300777,3.32397
3.82,0.0334008,3.32311
3.821,0.036723,3.32216
3.822,0.0400441,3.32112
3.823,0.0433641,3.31998
3.824,0.0466828,3.31874
3.825,0.0500002,3.31741
3.826,0.0533162,3.31599
3.827,0.0566307,3.31447
3.828,0.0599436,3.31286
3.829,0.0632547,3.31115
3.83,0.0665641,3.30935
3.831,0.0698715,3.30746
3.832,0.073177,3.30547
3.833,0.0764804,3.30339
3.834,0.0797816,3.30122
3.835,0.0830805,3.29895
3.836,0.0863771,3.29658
3.837,0.0896713,3.29413
3.838,0.0929628,3.29158
3.839,0.0962518,3.28893
3.84,0.099538,3.2862
3.841,0.102821,3.28337
3.842,0.106102,3.28044
3.843,0.109379,3.27743
3.844,0.112654,3.27432
3.845,0.115925,3.27111
3.846,0.119192,3.26782
3.847,0.122457,3.26443
3.848,0.125718,3.26095
3.849,0.128975,3.25738
3.85,0.132229,3.25371
3.851,0.135479,3.24995
3.852,0.138725,3.2461
3.853,0.141967,3.24216
3.854,0.145205,3.23812
3.855,0.148439,3.234
3.856,0.151669,3.22978
3.857,0.154894,3.22547
3.858,0.158116,3.22107
3.859,0.161332,3.21658
3.86,0.164544,3.21199
3.861,0.167751,3.20732
3.862,0.170954,3.20255
3.863,0.174152,3.19769
3.864,0.177344,3.19275
3.865,0.180532,3.18771
3.866,0.183715,3.18258
3.867,0.186892,3.17736
3.868,0.190064,3.17205
3.869,0.193231,3.16665
3.87,0.196392,3.16116
3.871,0.199548,3.15559
3.872,0.202697,3.14992
3.873,0.205842,3.14416
3.874,0.20898,3.13832
3.875,0.212112,3.13238
3.876,0.215239,3.12636
3.877,0.218359,3.12024
3.878,0.221473,3.11404
3.879,0.224581,3.10775
3.88,0.227682,3.10138
3.881,0.230777,3.09491
3.882,0.233865,3.08836
3.883,0.236947,3.08172
3.884,0.240022,3.07499
3.885,0.24309,3.06818
3.886,0.246152,3.06128
3.887,0.249206,3.05429
3.888,0.252253,3.04722
3.889,0.255293,3.04005
3.89,0.258326,3.03281
3.891,0.261351,3.02548
3.892,0.264369,3.01806
3.893,0.26738,3.01055
3.894,0.270383,3.00296
3.895,0.273378,2.99529
3.896,0.276366,2.98753
3.897,0.279345,2.97969
3.898,0.282317,2.97176
3.899,0.285281,2.96375
3.9,0.288237,2.95565
3.901,0.291184,2.94748
3.902,0.294123,2.93921
3.903,0.297054,2.93087
3.904,0.299977,2.92244
3.905,0.302891,2.91393
3.906,0.305796,2.90534
3.907,0.308693,2.89666
3.908,0.31158,2.8879
3.909,0.31446,2.87906
3.91,0.31733,2.87014
3.911,0.320191,2.86114
3.912,0.323043,2.85206
3.913,0.325886,2.8429
3.914,0.328719,2.83365
3.915,0.331544,2.82433
3.916,0.334359,2.81493
3.917,0.337164,2.80545
3.918,0.33996,2.79588
3.919,0.342746,2.78624
3.92,0.345523,2.77652
3.921,0.348289,2.76673
3.922,0.351046,2.75685
3.923,0.353793,2.7469
3.924,0.35653,2.73687
3.925,0.359257,2.72676
3.926,0.361973,2.71657
3.927,0.36468,2.70631
3.928,0.367376,2.69597
3.929,0.370061,2.68556
3.93,0.372736,2.67507
3.931,0.375401,2.6645
3.932,0.378055,2.65386
3.933,0.380698,2.64315
3.934,0.38333,2.63236
3.935,0.385952,2.6215
3.936,0.388562,2.61056
3.937,0.391162,2.59955
3.938,0.39375,2.58846
3.939,0.396328,2.5773
3.94,0.398894,2.56607
3.941,0.401448,2.55477
3.942,0.403992,2.5434
3.943,0.406524,2.53195
3.944,0.409044,2.52044
3.945,0.411553,2.50885
3.946,0.41405,2.49719
3.947,0.416536,2.48546
3.948,0.419009,2.47366
3.949,0.421471,2.46179
3.95,0.423921,2.44986
3.951,0.426359,2.43785
3.952,0.428785,2.42578
3.953,0.431198,2.41363
3.954,0.4336,2.40142
3.955,0.435989,2.38914
3.956,0.438366,2.3768
3.957,0.44073,2.36439
3.958,0.443082,2.35191
3.959,0.445421,2.33936
3.96,0.447748,2.32675
3.961,0.450062,2.31408
3.962,0.452363,2.30134
3.963,0.454652,2.28853
3.964,0.456928,2.27566
3.965,0.45919,2.26273
3.966,0.46144,2.24973
3.967,0.463677,2.23667
3.968,0.4659,2.22355
3.969,0.468111,2.21037
3.97,0.470308,2.19712
3.971,0.472492,2.18381
3.972,0.474662,2.17044
3.973,0.476819,2.15701
3.974,0.478963,2.14352
3.975,0.481093,2.12997
3.976,0.483209,2.11636
3.977,0.485312,2.10269
3.978,0.487401,2.08897
3.979,0.489476,2.07518
3.98,0.491537,2.06133
3.981,0.493585,2.04743
3.982,0.495618,2.03347
3.983,0.497637,2.01946
3.984,0.499643,2.00539
3.985,0.501634,1.99126
3.986,0.503611,1.97707
3.987,0.505574,1.96283
3.988,0.507523,1.94854
3.989,0.509457,1.93419
3.99,0.511377,1.91979
3.991,0.513282,1.90533
3.992,0.515173,1.89083
3.993,0.517049,1.87626
3.994,0.518911,1.86165
3.995,0.520758,1.84699
3.996,0.52259,1.83227
3.997,0.524407,1.8175
3.998,0.52621,1.80268
3.999,0.527998,1.78781
4,0.529771,1.7729
4.001,0.531529,1.75793
4.002,0.533272,1.74291
4.003,0.534999,1.72785
4.004,0.536712,1.71273
4.005,0.53841,1.69757
4.006,0.540092,1.68237
4.007,0.541759,1.66711
4.008,0.543411,1.65181
4.009,0.545048,1.63647
4.01,0.546669,1.62108
4.011,0.548274,1.60564
4.012,0.549864,1.59016
4.013,0.551439,1.57463
4.014,0.552998,1.55907
4.015,0.554542,1.54346
4.016,0.556069,1.5278
4.017,0.557581,1.51211
4.018,0.559078,1.49637
4.019,0.560558,1.48059
4.02,0.562023,1.46477
4.021,0.563472,1.44891
4.022,0.564905,1.43301
4.023,0.566322,1.41707
4.024,0.567723,1.40109
4.025,0.569108,1.38507
4.026,0.570477,1.36902
4.027,0.57183,1.35293
4.028,0.573167,1.3368
4.029,0.574488,1.32063
4.03,0.575792,1.30443
4.031,0.57708,1.28819
4.032,0.578352,1.27192
4.033,0.579608,1.25561
4.034,0.580847,1.23926
4.035,0.58207,1.22289
4.036,0.583277,1.20648
4.037,0.584467,1.19003
4.038,0.58564,1.17356
4.039,0.586797,1.15705
4.04,0.587938,1.14051
4.041,0.589062,1.12394
4.042,0.590169,1.10734
4.043,0.59126,1.09071
4.044,0.592334,1.07405
4.045,0.593391,1.05736
4.046,0.594432,1.04064
4.047,0.595456,1.0239
4.048,0.596463,1.00712
4.049,0.597453,0.990323
4.05,0.598427,0.973495
4.051,0.599383,0.956641
4.052,0.600323,0.939762
4.053,0.601246,0.922857
4.054,0.602152,0.905928
4.055,0.603041,0.888974
4.056,0.603913,0.871996
4.057,0.604768,0.854995
4.058,0.605606,0.837972
4.059,0.606427,0.820926
4.06,0.60723,0.803858
4.061,0.608017,0.786769
4.062,0.608787,0.769659
4.063,0.609539,0.752528
4.064,0.610275,0.735378
4.065,0.610993,0.718209
4.066,0.611694,0.70102
4.067,0.612378,0.683813
4.068,0.613044,0.666589
4.069,0.613694,0.649346
4.07,0.614326,0.632087
4.071,0.614941,0.614812
4.072,0.615538,0.597521
4.073,0.616118,0.580214
4.074,0.616681,0.562892
4.075,0.617227,0.545556
4.076,0.617755,0.528206
4.077,0.618266,0.510843
4.078,0.618759,0.493467
4.079,0.619235,0.476078
4.08,0.619694,0.458677
4.081,0.620135,0.441265
4.082,0.620559,0.423842
4.083,0.620966,0.406409
4.084,0.621355,0.388965
4.085,0.621726,0.371513
4.086,0.62208,0.354051
4.087,0.622417,0.336581
4.088,0.622736,0.319103
4.089,0.623037,0.301617
4.09,0.623322,0.284125
4.091,0.623588,0.266626
4.092,0.623837,0.249121
4.093,0.624069,0.231611
4.094,0.624283,0.214096
4.095,0.62448,0.196576
4.096,0.624659,0.179053
4.097,0.62482,0.161526
4.098,0.624964,0.143996
4.099,0.625091,0.126464
4.1,0.6252,0.10893
4.101,0.625291,0.0913944
4.102,0.625365,0.073858
4.103,0.625421,0.0563212
4.104,0.62546,0.0387845
4.105,0.625481,0.0212484
4.106,0.625485,0.00371335
4.107,0.625471,-0.0138201
4.108,0.62544,-0.0313514
4.109,0.625391,-0.0488801
4.11,0.625324,-0.0664057
4.111,0.625241,-0.0839277
4.112,0.625139,-0.101446
4.113,0.62502,-0.118959
4.114,0.624884,-0.136467
4.115,0.62473,-0.15397
4.116,0.624558,-0.171466
4.117,0.624369,-0.188956
4.118,0.624163,-0.206439
4.119,0.623939,-0.223914
4.12,0.623698,-0.241381
4.121,0.623439,-0.258839
4.122,0.623162,-0.276289
4.123,0.622869,-0.293729
4.124,0.622558,-0.311158
4.125,0.622229,-0.328577
4.126,0.621883,-0.345985
4.127,0.62152,-0.363382
4.128,0.621139,-0.380766
4.129,0.620741,-0.398138
4.13,0.620325,-0.415496
4.131,0.619892,-0.432842
4.132,0.619442,-0.450173
4.133,0.618975,-0.467489
4.134,0.61849,-0.484791
4.135,0.617988,-0.502076
4.136,0.617468,-0.519346
4.137,0.616932,-0.5366
4.138,0.616378,-0.553836
4.139,0.615807,-0.571055
4.14,0.615219,-0.588256
4.141,0.614613,-0.605438
4.142,0.613991,-0.622601
4.143,0.613351,-0.639745
4.144,0.612694,-0.656869
4.145,0.61202,-0.673973
4.146,0.611329,-0.691056
4.147,0.610621,-0.708117
4.148,0.609896,-0.725156
4.149,0.609154,-0.742173
4.15,0.608394,-0.759167
4.151,0.607618,-0.776138
4.152,0.606825,-0.793085
4.153,0.606015,-0.810007
4.154,0.605188,-0.826905
4.155,0.604344,-0.843778
4.156,0.603484,-0.860624
4.157,0.602606,-0.877445
4.158,0.601712,-0.894239
4.159,0.600801,-0.911005
4.16,0.599873,-0.927745
4.161,0.598929,-0.944455
4.162,0.597968,-0.961138
4.163,0.59699,-0.977791
4.164,0.595996,-0.994415
4.165,0.594985,-1.01101
4.166,0.593957,-1.02757
4.167,0.592913,-1.0441
4.168,0.591852,-1.0606
4.169,0.590775,-1.07707
4.17,0.589682,-1.09351
4.171,0.588572,-1.10991
4.172,0.587446,-1.12628
4.173,0.586303,-1.14262
4.174,0.585144,-1.15892
4.175,0.583969,-1.17519
4.176,0.582777,-1.19142
4.177,0.58157,-1.20762
4.178,0.580346,-1.22378
4.179,0.579106,-1.23991
4.18,0.57785,-1.25599
4.181,0.576578,-1.27204
4.182,0.57529,-1.28806
4.183,0.573986,-1.30403
4.184,0.572666,-1.31996
4.185,0.57133,-1.33586
4.186,0.569978,-1.35172
4.187,0.568611,-1.36753
4.188,0.567228,-1.38331
4.189,0.565829,-1.39904
4.19,0.564414,-1.41474
4.191,0.562983,-1.43039
4.192,0.561537,-1.446
4.193,0.560076,-1.46156
4.194,0.558599,-1.47708
4.195,0.557106,-1.49256
4.196,0.555598,-1.508
4.197,0.554075,-1.52339
4.198,0.552536,-1.53873
4.199,0.550982,-1.55403
4.2,0.549413,-1.56929
4.201,0.547828,-1.5845
4.202,0.546229,-1.59966
4.203,0.544614,-1.61477
4.204,0.542984,-1.62984
4.205,0.541339,-1.64486
4.206,0.539679,-1.65983
4.207,0.538005,-1.67475
4.208,0.536315,-1.68962
4.209,0.534611,-1.70444
4.21,0.532891,-1.71922
4.211,0.531157,-1.73394
4.212,0.529409,-1.74861
4.213,0.527646,-1.76323
4.214,0.525868,-1.7778
4.215,0.524075,-1.79231
4.216,0.522269,-1.80678
4.217,0.520447,-1.82119
4.218,0.518612,-1.83555
4.219,0.516762,-1.84985
4.22,0.514898,-1.8641
4.221,0.51302,-1.87829
4.222,0.511127,-1.89243
4.223,0.509221,-1.90652
4.224,0.5073,-1.92055
4.225,0.505366,-1.93452
4.226,0.503417,-1.94844
4.227,0.501455,-1.9623
4.228,0.499479,-1.9761
4.229,0.497489,-1.98984
4.23,0.495485,-2.00353
4.231,0.493468,-2.01716
4.232,0.491438,-2.03073
4.233,0.489393,-2.04424
4.234,0.487336,-2.05769
4.235,0.485265,-2.07108
4.236,0.48318,-2.08441
4.237,0.481082,-2.09768
4.238,0.478972,-2.11089
4.239,0.476848,-2.12403
4.24,0.47471,-2.13712
4.241,0.47256,-2.15014
4.242,0.470397,-2.1631
4.243,0.468221,-2.176
4.244,0.466032,-2.18883
4.245,0.463831,-2.2016
4.246,0.461616,-2.21431
4.247,0.459389,-2.22695
4.248,0.45715,-2.23953
4.249,0.454898,-2.25205
4.25,0.452633,-2.26449
4.251,0.450357,-2.27688
4.252,0.448067,-2.28919
4.253,0.445766,-2.30144
4.254,0.443452,-2.31362
4.255,0.441127,-2.32574
4.256,0.438789,-2.33779
4.257,0.436439,-2.34977
4.258,0.434077,-2.36168
4.259,0.431704,-2.37352
4.26,0.429318,-2.3853
4.261,0.426921,-2.39701
4.262,0.424513,-2.40864
4.263,0.422093,-2.42021
4.264,0.419661,-2.43171
4.265,0.417218,-2.44314
4.266,0.414763,-2.45449
4.267,0.412298,-2.46578
4.268,0.409821,-2.47699
4.269,0.407332,-2.48813
4.27,0.404833,-2.49921
4.271,0.402323,-2.5102
4.272,0.399802,-2.52113
4.273,0.39727,-2.53198
4.274,0.394727,-2.54276
4.275,0.392174,-2.55347
4.276,0.38961,-2.5641
4.277,0.387035,-2.57466
4.278,0.38445,-2.58515
4.279,0.381854,-2.59556
4.28,0.379248,-2.6059
4.281,0.376632,-2.61616
4.282,0.374006,-2.62634
4.283,0.371369,-2.63645
4.284,0.368723,-2.64648
4.285,0.366066,-2.65644
4.286,0.3634,-2.66632
4.287,0.360724,-2.67613
4.288,0.358038,-2.68585
4.289,0.355343,-2.6955
4.29,0.352637,-2.70508
4.291,0.349923,-2.71457
4.292,0.347199,-2.72399
4.293,0.344466,-2.73333
4.294,0.341723,-2.74259
4.295,0.338971,-2.75177
4.296,0.33621,-2.76087
4.297,0.33344,-2.76989
4.298,0.330662,-2.77883
4.299,0.327874,-2.7877
4.3,0.325077,-2.79648
4.301,0.322272,-2.80518
4.302,0.319459,-2.8138
4.303,0.316636,-2.82235
4.304,0.313805,-2.83081
4.305,0.310966,-2.83919
4.306,0.308119,-2.84748
4.307,0.305263,-2.8557
4.308,0.302399,-2.86383
4.309,0.299527,-2.87189
4.31,0.296647,-2.87986
4.311,0.29376,-2.88774
4.312,0.290864,-2.89555
4.313,0.287961,-2.90327
4.314,0.28505,-2.91091
4.315,0.282131,-2.91846
4.316,0.279206,-2.92594
4.317,0.276272,-2.93332
4.318,0.273332,-2.94063
4.319,0.270384,-2.94785
4.32,0.267429,-2.95498
4.321,0.264467,-2.96203
4.322,0.261498,-2.969
4.323,0.258522,-2.97588
4.324,0.255539,-2.98268
4.325,0.25255,-2.98939
4.326,0.249554,-2.99601
4.327,0.246551,-3.00256
4.328,0.243542,-3.00901
4.329,0.240527,-3.01538
4.33,0.237505,-3.02166
4.331,0.234477,-3.02786
4.332,0.231443,-3.03397
4.333,0.228403,-3.03999
4.334,0.225357,-3.04592
4.335,0.222306,-3.05177
4.336,0.219248,-3.05754
4.337,0.216185,-3.06321
4.338,0.213116,-3.0688
4.339,0.210042,-3.0743
4.34,0.206962,-3.07971
4.341,0.203877,-3.08504
4.342,0.200787,-3.09027
4.343,0.197691,-3.09542
4.344,0.194591,-3.10048
4.345,0.191485,-3.10546
4.346,0.188375,-3.11034
4.347,0.18526,-3.11514
4.348,0.18214,-3.11984
4.349,0.179016,-3.12446
4.35,0.175887,-3.12899
4.351,0.172753,-3.13343
4.352,0.169615,-3.13778
4.353,0.166473,-3.14204
4.354,0.163327,-3.14622
4.355,0.160177,-3.1503
4.356,0.157023,-3.15429
4.357,0.153864,-3.1582
4.358,0.150702,-3.16201
4.359,0.147537,-3.16573
4.36,0.144367,-3.16937
4.361,0.141194,-3.17291
4.362,0.138018,-3.17637
4.363,0.134838,-3.17973
4.364,0.131655,-3.183
4.365,0.128469,-3.18619
4.366,0.12528,-3.18928
4.367,0.122088,-3.19228
4.368,0.118892,-3.1952
4.369,0.115694,-3.19802
4.37,0.112494,-3.20075
4.371,0.10929,-3.20339
4.372,0.106084,-3.20594
4.373,0.102876,-3.2084
4.374,0.0996651,-3.21076
4.375,0.096452,-3.21304
4.376,0.0932368,-3.21523
4.377,0.0900195,-3.21732
4.378,0.0868001,-3.21932
4.379,0.0835789,-3.22124
4.38,0.0803559,-3.22306
4.381,0.0771311,-3.22479
4.382,0.0739046,-3.22643
4.383,0.0706767,-3.22798
4.384,0.0674472,-3.22943
4.385,0.0642164,-3.2308
4.386,0.0609844,-3.23207
4.387,0.0577511,-3.23325
4.388,0.0545168,-3.23434
4.389,0.0512814,-3.23534
4.39,0.0480452,-3.23625
4.391,0.0448081,-3.23707
4.392,0.0415703,-3.23779
4.393,0.0383319,-3.23843
4.394,0.0350929,-3.23897
4.395,0.0318535,-3.23942
4.396,0.0286137,-3.23978
4.397,0.0253736,-3.24005
4.398,0.0221334,-3.24023
4.399,0.0188931,-3.24031
4.4,0.0156528,-3.24031
4.401,0.0124126,-3.24021
4.402,0.00917256,-3.24002
4.403,0.00593281,-3.23974
4.404,0.00269344,-3.23937
4.405,-0.000545474,-3.23891
4.406,-0.00378383,-3.23836
4.407,-0.00702155,-3.23772
4.408,-0.0102585,-3.23698
4.409,-0.0134947,-3.23615
4.41,-0.0167299,-3.23524
4.411,-0.0199641,-3.23423
4.412,-0.0231973,-3.23313
4.413,-0.0264292,-3.23194
4.414,-0.0296599,-3.23066
4.415,-0.0328892,-3.22928
4.416,-0.036117,-3.22782
4.417,-0.0393432,-3.22627
4.418,-0.0425679,-3.22462
4.419,-0.0457908,-3.22289
4.42,-0.0490118,-3.22106
4.421,-0.052231,-3.21915
4.422,-0.0554481,-3.21714
4.423,-0.0586632,-3.21505
4.424,-0.061876,-3.21286
4.425,-0.0650866,-3.21058
4.426,-0.0682948,-3.20822
4.427,-0.0715006,-3.20576
4.428,-0.0747038,-3.20322
4.429,-0.0779044,-3.20058
4.43,-0.0811022,-3.19785
4.431,-0.0842973,-3.19504
4.432,-0.0874894,-3.19213
4.433,-0.0906786,-3.18914
4.434,-0.0938646,-3.18606
4.435,-0.0970475,-3.18289
4.436,-0.100227,-3.17962
4.437,-0.103403,-3.17627
4.438,-0.106576,-3.17283
4.439,-0.109746,-3.16931
4.44,-0.112911,-3.16569
4.441,-0.116073,-3.16198
4.442,-0.119231,-3.15819
4.443,-0.122386,-3.15431
4.444,-0.125536,-3.15034
4.445,-0.128682,-3.14628
4.446,-0.131824,-3.14214
4.447,-0.134962,-3.1379
4.448,-0.138096,-3.13358
4.449,-0.141225,-3.12917
4.45,-0.14435,-3.12468
4.451,-0.14747,-3.1201
4.452,-0.150585,-3.11543
4.453,-0.153696,-3.11067
4.454,-0.156802,-3.10583
4.455,-0.159903,-3.1009
4.456,-0.162999,-3.09588
4.457,-0.166089,-3.09078
4.458,-0.169175,-3.08559
4.459,-0.172255,-3.08032
4.46,-0.17533,-3.07496
4.461,-0.1784,-3.06951
4.462,-0.181464,-3.06398
4.463,-0.184522,-3.05837
4.464,-0.187575,-3.05267
4.465,-0.190622,-3.04688
4.466,-0.193663,-3.04101
4.467,-0.196698,-3.03506
4.468,-0.199727,-3.02902
4.469,-0.20275,-3.0229
4.47,-0.205766,-3.01669
4.471,-0.208777,-3.0104
4.472,-0.211781,-3.00403
4.473,-0.214778,-2.99757
4.474,-0.217769,-2.99103
4.475,-0.220754,-2.98441
4.476,-0.223731,-2.9777
4.477,-0.226702,-2.97091
4.478,-0.229666,-2.96404
4.479,-0.232624,-2.95709
4.48,-0.235574,-2.95006
4.481,-0.238517,-2.94294
4.482,-0.241452,-2.93574
4.483,-0.244381,-2.92846
4.484,-0.247302,-2.9211
4.485,-0.250216,-2.91366
4.486,-0.253122,-2.90614
4.487,-0.25602,-2.89854
4.488,-0.258911,-2.89086
4.489,-0.261794,-2.8831
4.49,-0.264669,-2.87526
4.491,-0.267537,-2.86734
4.492,-0.270396,-2.85934
4.493,-0.273247,-2.85127
4.494,-0.27609,-2.84311
4.495,-0.278925,-2.83488
4.496,-0.281752,-2.82656
4.497,-0.28457,-2.81817
4.498,-0.28738,-2.80971
4.499,-0.290181,-2.80116
4.5,-0.292974,-2.79254
4.501,-0.295757,-2.78384
4.502,-0.298532,-2.77507
4.503,-0.301299,-2.76621
4.504,-0.304056,-2.75729
4.505,-0.306804,-2.74828
4.506,-0.309543,-2.73921
4.507,-0.312273,-2.73005
4.508,-0.314994,-2.72082
4.509,-0.317706,-2.71152
4.51,-0.320408,-2.70214
4.511,-0.323101,-2.69269
4.512,-0.325784,-2.68317
4.513,-0.328457,-2.67357
4.514,-0.331121,-2.6639
4.515,-0.333775,-2.65415
4.516,-0.33642,-2.64433
4.517,-0.339054,-2.63444
4.518,-0.341679,-2.62448
4.519,-0.344293,-2.61445
4.52,-0.346897,-2.60435
4.521,-0.349492,-2.59417
4.522,-0.352076,-2.58392
4.523,-0.354649,-2.57361
4.524,-0.357212,-2.56322
4.525,-0.359765,-2.55276
4.526,-0.362307,-2.54224
4.527,-0.364839,-2.53164
4.528,-0.36736,-2.52098
4.529,-0.36987,-2.51024
4.53,-0.37237,-2.49944
4.531,-0.374858,-2.48857
4.532,-0.377336,-2.47763
4.533,-0.379803,-2.46663
4.534,-0.382258,-2.45556
4.535,-0.384703,-2.44442
4.536,-0.387136,-2.43322
4.537,-0.389558,-2.42195
4.538,-0.391968,-2.41061
4.539,-0.394367,-2.39921
4.54,-0.396755,-2.38774
4.541,-0.399131,-2.37621
4.542,-0.401496,-2.36462
4.543,-0.403849,-2.35296
4.544,-0.40619,-2.34124
4.545,-0.40852,-2.32945
4.546,-0.410837,-2.3176
4.547,-0.413143,-2.30569
4.548,-0.415437,-2.29372
4.549,-0.417718,-2.28168
4.55,-0.419988,-2.26959
4.551,-0.422245,-2.25743
4.552,-0.424491,-2.24521
4.553,-0.426724,-2.23293
4.554,-0.428944,-2.2206
4.555,-0.431152,-2.2082
4.556,-0.433348,-2.19574
4.557,-0.435531,-2.18322
4.558,-0.437702,-2.17065
4.559,-0.43986,-2.15802
4.56,-0.442005,-2.14532
4.561,-0.444138,-2.13258
4.562,-0.446258,-2.11977
4.563,-0.448365,-2.10691
4.564,-0.450459,-2.09399
4.565,-0.45254,-2.08102
4.566,-0.454608,-2.06799
4.567,-0.456662,-2.0549
4.568,-0.458704,-2.04176
4.569,-0.460733,-2.02857
4.57,-0.462748,-2.01532
4.571,-0.46475,-2.00202
4.572,-0.466739,-1.98866
4.573,-0.468714,-1.97525
4.574,-0.470676,-1.96179
4.575,-0.472624,-1.94828
4.576,-0.474559,-1.93472
4.577,-0.47648,-1.9211
4.578,-0.478387,-1.90744
4.579,-0.480281,-1.89372
4.58,-0.482161,-1.87995
4.581,-0.484027,-1.86614
4.582,-0.485879,-1.85227
4.583,-0.487718,-1.83836
4.584,-0.489542,-1.8244
4.585,-0.491353,-1.81039
4.586,-0.493149,-1.79633
4.587,-0.494931,-1.78222
4.588,-0.496699,-1.76807
4.589,-0.498453,-1.75387
4.59,-0.500193,-1.73963
4.591,-0.501918,-1.72534
4.592,-0.503629,-1.711
4.593,-0.505326,-1.69663
4.594,-0.507008,-1.6822
4.595,-0.508676,-1.66773
4.596,-0.510329,-1.65322
4.597,-0.511968,-1.63867
4.598,-0.513592,-1.62407
4.599,-0.515201,-1.60943
4.6,-0.516796,-1.59475
4.601,-0.518376,-1.58003
4.602,-0.519941,-1.56527
4.603,-0.521492,-1.55047
4.604,-0.523027,-1.53562
4.605,-0.524548,-1.52074
4.606,-0.526054,-1.50582
4.607,-0.527545,-1.49086
4.608,-0.52902,-1.47586
4.609,-0.530481,-1.46082
4.61,-0.531927,-1.44575
4.611,-0.533358,-1.43064
4.612,-0.534773,-1.41549
4.613,-0.536173,-1.4003
4.614,-0.537559,-1.38509
4.615,-0.538928,-1.36983
4.616,-0.540283,-1.35454
4.617,-0.541622,-1.33922
4.618,-0.542946,-1.32386
4.619,-0.544254,-1.30847
4.62,-0.545548,-1.29305
4.621,-0.546825,-1.27759
4.622,-0.548087,-1.2621
4.623,-0.549334,-1.24658
4.624,-0.550565,-1.23103
4.625,-0.55178,-1.21545
4.626,-0.55298,-1.19983
4.627,-0.554164,-1.18419
4.628,-0.555333,-1.16852
4.629,-0.556486,-1.15282
4.63,-0.557623,-1.13709
4.631,-0.558744,-1.12133
4.632,-0.55985,-1.10555
4.633,-0.560939,-1.08974
4.634,-0.562013,-1.0739
4.635,-0.563071,-1.05803
4.636,-0.564113,-1.04214
4.637,-0.56514,-1.02623
4.638,-0.56615,-1.01029
4.639,-0.567144,-0.994321
4.64,-0.568123,-0.978332
4.641,-0.569085,-0.962319
4.642,-0.570031,-0.946284
4.643,-0.570961,-0.930225
4.644,-0.571876,-0.914145
4.645,-0.572774,-0.898044
4.646,-0.573656,-0.881921
4.647,-0.574521,-0.865777
4.648,-0.575371,-0.849613
4.649,-0.576204,-0.833429
4.65,-0.577022,-0.817226
4.651,-0.577823,-0.801005
4.652,-0.578607,-0.784765
4.653,-0.579376,-0.768506
4.654,-0.580128,-0.752231
4.655,-0.580864,-0.735938
4.656,-0.581584,-0.719629
4.657,-0.582287,-0.703304
4.658,-0.582974,-0.686964
4.659,-0.583644,-0.670608
4.66,-0.584299,-0.654238
