t,x,v
4.093,0.642057,0.16526
4.094,0.642204,0.147161
4.095,0.642333,0.129058
4.096,0.642444,0.110954
4.097,0.642537,0.0928483
4.098,0.642611,0.0747413
4.099,0.642668,0.0566337
4.1,0.642707,0.0385261
4.101,0.642727,0.0204189
4.102,0.642729,0.00231262
4.103,0.642714,-0.0157921
4.104,0.64268,-0.0338949
4.105,0.642628,-0.0519951
4.106,0.642558,-0.0700922
4.107,0.642469,-0.0881858
4.108,0.642363,-0.106275
4.109,0.642239,-0.12436
4.11,0.642096,-0.14244
4.111,0.641936,-0.160514
4.112,0.641757,-0.178582
4.113,0.641561,-0.196643
4.114,0.641346,-0.214697
4.115,0.641113,-0.232744
4.116,0.640862,-0.250782
4.117,0.640594,-0.268811
4.118,0.640307,-0.286831
4.119,0.640002,-0.304841
4.12,0.639679,-0.322841
4.121,0.639338,-0.340831
4.122,0.638979,-0.358808
4.123,0.638603,-0.376774
4.124,0.638208,-0.394728
4.125,0.637795,-0.412669
4.126,0.637365,-0.430596
4.127,0.636916,-0.448509
4.128,0.63645,-0.466408
4.129,0.635965,-0.484292
4.13,0.635463,-0.502161
4.131,0.634943,-0.520013
4.132,0.634405,-0.537849
4.133,0.63385,-0.555669
4.134,0.633276,-0.57347
4.135,0.632685,-0.591254
4.136,0.632076,-0.609019
4.137,0.631449,-0.626765
4.138,0.630805,-0.644492
4.139,0.630143,-0.662198
4.14,0.629463,-0.679884
4.141,0.628765,-0.697549
4.142,0.62805,-0.715192
4.143,0.627317,-0.732814
4.144,0.626567,-0.750412
4.145,0.625799,-0.767988
4.146,0.625013,-0.78554
4.147,0.62421,-0.803068
4.148,0.62339,-0.820572
4.149,0.622551,-0.83805
4.15,0.621696,-0.855503
4.151,0.620823,-0.87293
4.152,0.619933,-0.89033
4.153,0.619025,-0.907703
4.154,0.6181,-0.925049
4.155,0.617158,-0.942366
4.156,0.616198,-0.959655
4.157,0.615221,-0.976915
4.158,0.614227,-0.994145
4.159,0.613216,-1.01135
4.16,0.612187,-1.02852
4.161,0.611141,-1.04565
4.162,0.610079,-1.06276
4.163,0.608999,-1.07984
4.164,0.607902,-1.09688
4.165,0.606788,-1.11389
4.166,0.605657,-1.13087
4.167,0.604509,-1.14781
4.168,0.603345,-1.16472
4.169,0.602163,-1.18159
4.17,0.600965,-1.19843
4.171,0.599749,-1.21523
4.172,0.598517,-1.232
4.173,0.597269,-1.24872
4.174,0.596003,-1.26542
4.175,0.594721,-1.28207
4.176,0.593422,-1.29869
4.177,0.592107,-1.31526
4.178,0.590775,-1.3318
4.179,0.589427,-1.3483
4.18,0.588062,-1.36476
4.181,0.586681,-1.38117
4.182,0.585284,-1.39755
4.183,0.58387,-1.41389
4.184,0.58244,-1.43018
4.185,0.580993,-1.44643
4.186,0.57953,-1.46264
4.187,0.578052,-1.4788
4.188,0.576557,-1.49492
4.189,0.575046,-1.511
4.19,0.573519,-1.52703
4.191,0.571976,-1.54301
4.192,0.570417,-1.55896
4.193,0.568842,-1.57485
4.194,0.567251,-1.5907
4.195,0.565645,-1.6065
4.196,0.564022,-1.62225
4.197,0.562384,-1.63796
4.198,0.560731,-1.65361
4.199,0.559062,-1.66922
4.2,0.557377,-1.68478
4.201,0.555677,-1.70029
4.202,0.553961,-1.71575
4.203,0.55223,-1.73116
4.204,0.550483,-1.74652
4.205,0.548721,-1.76182
4.206,0.546944,-1.77708
4.207,0.545152,-1.79228
4.208,0.543345,-1.80743
4.209,0.541522,-1.82253
4.21,0.539684,-1.83757
4.211,0.537832,-1.85256
4.212,0.535964,-1.8675
4.213,0.534082,-1.88238
4.214,0.532185,-1.8972
4.215,0.530273,-1.91197
4.216,0.528346,-1.92668
4.217,0.526405,-1.94134
4.218,0.524449,-1.95594
4.219,0.522478,-1.97048
4.22,0.520493,-1.98496
4.221,0.518494,-1.99939
4.222,0.51648,-2.01376
4.223,0.514452,-2.02807
4.224,0.51241,-2.04232
4.225,0.510353,-2.05651
4.226,0.508283,-2.07064
4.227,0.506198,-2.0847
4.228,0.504099,-2.09871
4.229,0.501987,-2.11266
4.23,0.49986,-2.12654
4.231,0.49772,-2.14037
4.232,0.495566,-2.15413
4.233,0.493398,-2.16783
4.234,0.491216,-2.18146
4.235,0.489021,-2.19503
4.236,0.486813,-2.20854
4.237,0.484591,-2.22198
4.238,0.482355,-2.23536
4.239,0.480107,-2.24867
4.24,0.477845,-2.26191
4.241,0.47557,-2.2751
4.242,0.473282,-2.28821
4.243,0.47098,-2.30126
4.244,0.468666,-2.31424
4.245,0.466339,-2.32715
4.246,0.463999,-2.34
4.247,0.461646,-2.35277
4.248,0.459281,-2.36548
4.249,0.456903,-2.37812
4.25,0.454512,-2.39069
4.251,0.452109,-2.4032
4.252,0.449693,-2.41563
4.253,0.447265,-2.42799
4.254,0.444825,-2.44028
4.255,0.442372,-2.4525
4.256,0.439908,-2.46465
4.257,0.437431,-2.47673
4.258,0.434942,-2.48873
4.259,0.432441,-2.50066
4.26,0.429929,-2.51252
4.261,0.427405,-2.52431
4.262,0.424869,-2.53603
4.263,0.422321,-2.54767
4.264,0.419762,-2.55923
4.265,0.417191,-2.57073
4.266,0.414609,-2.58214
4.267,0.412015,-2.59349
4.268,0.409411,-2.60476
4.269,0.406795,-2.61595
4.27,0.404168,-2.62706
4.271,0.401529,-2.63811
4.272,0.39888,-2.64907
4.273,0.39622,-2.65996
4.274,0.39355,-2.67077
4.275,0.390868,-2.6815
4.276,0.388176,-2.69216
4.277,0.385473,-2.70273
4.278,0.38276,-2.71323
4.279,0.380036,-2.72366
4.28,0.377302,-2.734
4.281,0.374558,-2.74426
4.282,0.371804,-2.75445
4.283,0.369039,-2.76455
4.284,0.366265,-2.77457
4.285,0.36348,-2.78452
4.286,0.360686,-2.79438
4.287,0.357882,-2.80417
4.288,0.355068,-2.81387
4.289,0.352244,-2.82349
4.29,0.349411,-2.83303
4.291,0.346569,-2.84249
4.292,0.343717,-2.85186
4.293,0.340856,-2.86116
4.294,0.337985,-2.87037
4.295,0.335106,-2.87949
4.296,0.332217,-2.88854
4.297,0.32932,-2.8975
4.298,0.326413,-2.90638
4.299,0.323498,-2.91517
4.3,0.320574,-2.92389
4.301,0.317642,-2.93251
4.302,0.314701,-2.94105
4.303,0.311751,-2.94951
4.304,0.308793,-2.95788
4.305,0.305827,-2.96617
4.306,0.302853,-2.97437
4.307,0.29987,-2.98249
4.308,0.29688,-2.99052
4.309,0.293881,-2.99846
4.31,0.290875,-3.00632
4.311,0.287861,-3.01409
4.312,0.284839,-3.02178
4.313,0.28181,-3.02938
4.314,0.278773,-3.03689
4.315,0.275729,-3.04431
4.316,0.272677,-3.05165
4.317,0.269618,-3.05889
4.318,0.266552,-3.06605
4.319,0.263479,-3.07313
4.32,0.260399,-3.08011
4.321,0.257312,-3.08701
4.322,0.254218,-3.09381
4.323,0.251117,-3.10053
4.324,0.24801,-3.10716
4.325,0.244897,-3.1137
4.326,0.241776,-3.12015
4.327,0.23865,-3.12651
4.328,0.235517,-3.13279
4.329,0.232378,-3.13897
4.33,0.229233,-3.14506
4.331,0.226082,-3.15106
4.332,0.222925,-3.15697
4.333,0.219762,-3.16279
4.334,0.216594,-3.16852
4.335,0.21342,-3.17416
4.336,0.21024,-3.17971
4.337,0.207055,-3.18517
4.338,0.203864,-3.19054
4.339,0.200668,-3.19581
4.34,0.197467,-3.20099
4.341,0.194261,-3.20609
4.342,0.19105,-3.21109
4.343,0.187834,-3.21599
4.344,0.184613,-3.22081
4.345,0.181388,-3.22554
4.346,0.178158,-3.23017
4.347,0.174923,-3.23471
4.348,0.171684,-3.23915
4.349,0.16844,-3.24351
4.35,0.165192,-3.24777
4.351,0.161941,-3.25194
4.352,0.158685,-3.25602
4.353,0.155425,-3.26
4.354,0.152161,-3.26389
4.355,0.148893,-3.26769
4.356,0.145622,-3.27139
4.357,0.142347,-3.275
4.358,0.139068,-3.27852
4.359,0.135786,-3.28194
4.36,0.132501,-3.28527
4.361,0.129212,-3.2885
4.362,0.125921,-3.29165
4.363,0.122626,-3.29469
4.364,0.119328,-3.29765
4.365,0.116028,-3.30051
4.366,0.112725,-3.30328
4.367,0.109419,-3.30595
4.368,0.10611,-3.30853
4.369,0.102799,-3.31101
4.37,0.0994857,-3.3134
4.371,0.09617,-3.31569
4.372,0.0928521,-3.31789
4.373,0.0895321,-3.32
4.374,0.0862101,-3.32201
4.375,0.0828861,-3.32393
4.376,0.0795604,-3.32575
4.377,0.0762329,-3.32748
4.378,0.0729038,-3.32911
4.379,0.0695731,-3.33065
4.38,0.066241,-3.3321
4.381,0.0629076,-3.33345
4.382,0.0595729,-3.3347
4.383,0.056237,-3.33586
4.384,0.0529001,-3.33692
4.385,0.0495622,-3.33789
4.386,0.0462234,-3.33877
4.387,0.0428839,-3.33955
4.388,0.0395437,-3.34024
4.389,0.0362028,-3.34083
4.39,0.0328615,-3.34132
4.391,0.0295198,-3.34173
4.392,0.0261777,-3.34203
4.393,0.0228355,-3.34224
4.394,0.0194931,-3.34236
4.395,0.0161508,-3.34238
4.396,0.0128084,-3.34231
4.397,0.0094663,-3.34214
4.398,0.00612442,-3.34188
4.399,0.0027829,-3.34152
4.4,-0.000558175,-3.34107
4.401,-0.0038987,-3.34053
4.402,-0.00723859,-3.33989
4.403,-0.0105777,-3.33915
4.404,-0.0139161,-3.33832
4.405,-0.0172535,-3.3374
4.406,-0.0205898,-3.33638
4.407,-0.0239251,-3.33527
4.408,-0.0272592,-3.33406
4.409,-0.0305919,-3.33276
4.41,-0.0339233,-3.33136
4.411,-0.0372532,-3.32987
4.412,-0.0405814,-3.32829
4.413,-0.0439081,-3.32661
4.414,-0.0472329,-3.32484
4.415,-0.0505559,-3.32297
4.416,-0.0538769,-3.32101
4.417,-0.0571958,-3.31896
4.418,-0.0605126,-3.31681
4.419,-0.0638272,-3.31457
4.42,-0.0671394,-3.31224
4.421,-0.0704493,-3.30981
4.422,-0.0737565,-3.30729
4.423,-0.0770612,-3.30467
4.424,-0.0803632,-3.30196
4.425,-0.0836623,-3.29916
4.426,-0.0869586,-3.29627
4.427,-0.0902519,-3.29328
4.428,-0.0935421,-3.2902
4.429,-0.0968291,-3.28703
4.43,-0.100113,-3.28377
4.431,-0.103393,-3.28041
4.432,-0.10667,-3.27696
4.433,-0.109944,-3.27342
4.434,-0.113213,-3.26978
4.435,-0.11648,-3.26606
4.436,-0.119742,-3.26224
4.437,-0.123,-3.25833
4.438,-0.126254,-3.25433
4.439,-0.129505,-3.25024
4.44,-0.132751,-3.24606
4.441,-0.135993,-3.24178
4.442,-0.13923,-3.23741
4.443,-0.142463,-3.23296
4.444,-0.145691,-3.22841
4.445,-0.148915,-3.22377
4.446,-0.152134,-3.21904
4.447,-0.155348,-3.21422
4.448,-0.158558,-3.20931
4.449,-0.161762,-3.20432
4.45,-0.164961,-3.19923
4.451,-0.168155,-3.19405
4.452,-0.171344,-3.18878
4.453,-0.174527,-3.18342
4.454,-0.177705,-3.17798
4.455,-0.180878,-3.17244
4.456,-0.184045,-3.16682
4.457,-0.187206,-3.1611
4.458,-0.190361,-3.1553
4.459,-0.19351,-3.14941
4.46,-0.196654,-3.14343
4.461,-0.199791,-3.13737
4.462,-0.202922,-3.13121
4.463,-0.206047,-3.12497
4.464,-0.209166,-3.11864
4.465,-0.212278,-3.11223
4.466,-0.215384,-3.10573
4.467,-0.218483,-3.09914
4.468,-0.221576,-3.09246
4.469,-0.224661,-3.0857
4.47,-0.22774,-3.07885
4.471,-0.230812,-3.07192
4.472,-0.233877,-3.0649
4.473,-0.236935,-3.05779
4.474,-0.239985,-3.0506
4.475,-0.243029,-3.04333
4.476,-0.246065,-3.03597
4.477,-0.249093,-3.02852
4.478,-0.252114,-3.021
4.479,-0.255128,-3.01338
4.48,-0.258133,-3.00569
4.481,-0.261131,-2.99791
4.482,-0.264121,-2.99004
4.483,-0.267103,-2.9821
4.484,-0.270077,-2.97407
4.485,-0.273043,-2.96595
4.486,-0.276001,-2.95776
4.487,-0.278951,-2.94948
4.488,-0.281892,-2.94112
4.489,-0.284824,-2.93268
4.49,-0.287749,-2.92416
4.491,-0.290664,-2.91556
4.492,-0.293571,-2.90688
4.493,-0.296469,-2.89811
4.494,-0.299358,-2.88927
4.495,-0.302239,-2.88034
4.496,-0.30511,-2.87134
4.497,-0.307972,-2.86226
4.498,-0.310825,-2.85309
4.499,-0.313669,-2.84385
4.5,-0.316504,-2.83453
4.501,-0.319329,-2.82513
4.502,-0.322145,-2.81566
4.503,-0.324951,-2.8061
4.504,-0.327747,-2.79647
4.505,-0.330534,-2.78676
4.506,-0.333311,-2.77697
4.507,-0.336078,-2.76711
4.508,-0.338835,-2.75717
4.509,-0.341582,-2.74716
4.51,-0.344319,-2.73707
4.511,-0.347046,-2.7269
4.512,-0.349763,-2.71666
4.513,-0.352469,-2.70634
4.514,-0.355165,-2.69595
4.515,-0.357851,-2.68549
4.516,-0.360526,-2.67495
4.517,-0.36319,-2.66434
4.518,-0.365844,-2.65365
4.519,-0.368487,-2.64289
4.52,-0.371119,-2.63206
4.521,-0.37374,-2.62116
4.522,-0.37635,-2.61019
4.523,-0.378949,-2.59914
4.524,-0.381537,-2.58802
4.525,-0.384114,-2.57683
4.526,-0.38668,-2.56558
4.527,-0.389234,-2.55425
4.528,-0.391777,-2.54285
4.529,-0.394308,-2.53138
4.53,-0.396828,-2.51984
4.531,-0.399336,-2.50823
4.532,-0.401833,-2.49656
4.533,-0.404317,-2.48481
4.534,-0.40679,-2.473
4.535,-0.409252,-2.46112
4.536,-0.411701,-2.44918
4.537,-0.414138,-2.43716
4.538,-0.416563,-2.42509
4.539,-0.418976,-2.41294
4.54,-0.421377,-2.40073
4.541,-0.423765,-2.38845
4.542,-0.426141,-2.37611
4.543,-0.428505,-2.36371
4.544,-0.430856,-2.35124
4.545,-0.433195,-2.3387
4.546,-0.435521,-2.32611
4.547,-0.437834,-2.31345
4.548,-0.440135,-2.30072
4.549,-0.442423,-2.28794
4.55,-0.444698,-2.27509
4.551,-0.44696,-2.26218
4.552,-0.44921,-2.24921
4.553,-0.451446,-2.23618
4.554,-0.453669,-2.22309
4.555,-0.455879,-2.20994
4.556,-0.458076,-2.19673
4.557,-0.460259,-2.18346
4.558,-0.462429,-2.17013
4.559,-0.464586,-2.15674
4.56,-0.466729,-2.1433
4.561,-0.468859,-2.12979
4.562,-0.470975,-2.11623
4.563,-0.473078,-2.10261
4.564,-0.475167,-2.08894
4.565,-0.477242,-2.07521
4.566,-0.479303,-2.06142
4.567,-0.481351,-2.04758
4.568,-0.483385,-2.03369
4.569,-0.485404,-2.01974
4.57,-0.48741,-2.00573
4.571,-0.489402,-1.99168
4.572,-0.491379,-1.97757
4.573,-0.493343,-1.9634
4.574,-0.495292,-1.94919
4.575,-0.497227,-1.93492
4.576,-0.499147,-1.9206
4.577,-0.501054,-1.90623
4.578,-0.502946,-1.89181
4.579,-0.504823,-1.87734
4.58,-0.506686,-1.86281
4.581,-0.508534,-1.84824
4.582,-0.510368,-1.83362
4.583,-0.512187,-1.81896
4.584,-0.513991,-1.80424
4.585,-0.51578,-1.78948
4.586,-0.517555,-1.77466
4.587,-0.519315,-1.75981
4.588,-0.52106,-1.7449
4.589,-0.52279,-1.72995
4.59,-0.524505,-1.71496
4.591,-0.526204,-1.69992
4.592,-0.527889,-1.68483
4.593,-0.529559,-1.6697
4.594,-0.531213,-1.65453
4.595,-0.532853,-1.63931
4.596,-0.534477,-1.62405
4.597,-0.536086,-1.60875
4.598,-0.537679,-1.5934
4.599,-0.539257,-1.57802
4.6,-0.54082,-1.56259
4.601,-0.542367,-1.54713
4.602,-0.543898,-1.53162
4.603,-0.545414,-1.51607
4.604,-0.546915,-1.50049
4.605,-0.5484,-1.48486
4.606,-0.549869,-1.4692
4.607,-0.551322,-1.4535
4.608,-0.55276,-1.43776
4.609,-0.554182,-1.42198
4.61,-0.555588,-1.40617
4.611,-0.556979,-1.39032
4.612,-0.558353,-1.37444
4.613,-0.559712,-1.35852
4.614,-0.561054,-1.34257
4.615,-0.562381,-1.32658
4.616,-0.563691,-1.31056
4.617,-0.564986,-1.2945
4.618,-0.566264,-1.27842
4.619,-0.567527,-1.2623
4.62,-0.568773,-1.24615
4.621,-0.570003,-1.22996
4.622,-0.571216,-1.21375
4.623,-0.572414,-1.1975
4.624,-0.573595,-1.18123
4.625,-0.57476,-1.16493
4.626,-0.575909,-1.14859
4.627,-0.577041,-1.13223
4.628,-0.578157,-1.11584
4.629,-0.579256,-1.09943
4.63,-0.580339,-1.08298
4.631,-0.581406,-1.06651
4.632,-0.582456,-1.05002
4.633,-0.583489,-1.03349
4.634,-0.584506,-1.01695
4.635,-0.585507,-1.00037
4.636,-0.58649,-0.983776
4.637,-0.587457,-0.967156
4.638,-0.588408,-0.950512
4.639,-0.589342,-0.933845
4.64,-0.590259,-0.917156
4.641,-0.591159,-0.900446
4.642,-0.592043,-0.883713
4.643,-0.59291,-0.86696
4.644,-0.59376,-0.850187
4.645,-0.594594,-0.833394
4.646,-0.59541,-0.816581
4.647,-0.59621,-0.799749
4.648,-0.596993,-0.782899
4.649,-0.597759,-0.766031
4.65,-0.598508,-0.749145
4.651,-0.59924,-0.732242
4.652,-0.599956,-0.715323
4.653,-0.600654,-0.698388
4.654,-0.601335,-0.681437
4.655,-0.602,-0.664471
4.656,-0.602647,-0.647491
4.657,-0.603278,-0.630497
4.658,-0.603891,-0.613489
4.659,-0.604488,-0.596467
4.66,-0.605067,-0.579434
4.661,-0.60563,-0.562388
4.662,-0.606175,-0.54533
4.663,-0.606703,-0.528262
4.664,-0.607214,-0.511182
4.665,-0.607709,-0.494093
4.666,-0.608186,-0.476994
4.667,-0.608645,-0.459886
4.668,-0.609088,-0.442769
4.669,-0.609514,-0.425643
4.67,-0.609922,-0.408511
4.671,-0.610314,-0.391371
4.672,-0.610688,-0.374224
4.673,-0.611045,-0.357071
4.674,-0.611385,-0.339912
4.675,-0.611708,-0.322748
4.676,-0.612013,-0.305579
4.677,-0.612302,-0.288406
4.678,-0.612573,-0.271229
4.679,-0.612827,-0.254049
4.68,-0.613064,-0.236866
4.681,-0.613284,-0.219681
4.682,-0.613486,-0.202494
4.683,-0.613671,-0.185305
4.684,-0.613839,-0.168116
4.685,-0.61399,-0.150927
4.686,-0.614124,-0.133737
4.687,-0.614241,-0.116549
4.688,-0.61434,-0.0993611
4.689,-0.614422,-0.0821751
4.69,-0.614487,-0.0649912
4.691,-0.614535,-0.04781
4.692,-0.614566,-0.0306318
4.693,-0.614579,-0.0134572
4.694,-0.614575,0.00371334
4.695,-0.614554,0.0208793
4.696,-0.614516,0.0380402
4.697,-0.614461,0.0551956
4.698,-0.614389,0.072345
4.699,-0.614299,0.0894879
4.7,-0.614193,0.106624
4.701,-0.614069,0.123752
4.702,-0.613928,0.140873
4.703,-0.61377,0.157984
4.704,-0.613595,0.175087
4.705,-0.613403,0.192181
4.706,-0.613194,0.209265
4.707,-0.612967,0.226338
4.708,-0.612724,0.2434
4.709,-0.612463,0.260451
4.71,-0.612186,0.277491
4.711,-0.611891,0.294518
4.712,-0.61158,0.311532
4.713,-0.611251,0.328532
4.714,-0.610906,0.345519
4.715,-0.610543,0.362492
4.716,-0.610164,0.37945
4.717,-0.609768,0.396393
4.718,-0.609354,0.41332
4.719,-0.608924,0.430231
4.72,-0.608477,0.447125
4.721,-0.608013,0.464002
4.722,-0.607532,0.480862
4.723,-0.607034,0.497703
4.724,-0.60652,0.514526
4.725,-0.605988,0.53133
4.726,-0.60544,0.548114
4.727,-0.604875,0.564878
4.728,-0.604294,0.581622
4.729,-0.603695,0.598345
4.73,-0.60308,0.615047
4.731,-0.602449,0.631727
4.732,-0.6018,0.648384
4.733,-0.601135,0.665019
4.734,-0.600454,0.68163
4.735,-0.599755,0.698218
4.736,-0.599041,0.714781
4.737,-0.598309,0.73132
4.738,-0.597561,0.747834
4.739,-0.596797,0.764322
4.74,-0.596016,0.780784
4.741,-0.595219,0.797219
4.742,-0.594406,0.813628
4.743,-0.593576,0.830009
4.744,-0.592729,0.846362
4.745,-0.591866,0.862687
4.746,-0.590988,0.878983
4.747,-0.590092,0.895249
4.748,-0.589181,0.911486
4.749,-0.588253,0.927693
4.75,-0.587309,0.943869
4.751,-0.586349,0.960014
4.752,-0.585373,0.976128
4.753,-0.584381,0.992209
4.754,-0.583373,1.00826
4.755,-0.582348,1.02427
4.756,-0.581308,1.04026
4.757,-0.580252,1.05621
4.758,-0.57918,1.07212
4.759,-0.578092,1.088
4.76,-0.576988,1.10385
4.761,-0.575868,1.11966
4.762,-0.574733,1.13543
4.763,-0.573582,1.15117
4.764,-0.572415,1.16687
4.765,-0.571232,1.18253
4.766,-0.570034,1.19816
4.767,-0.56882,1.21374
4.768,-0.567591,1.22929
4.769,-0.566346,1.2448
4.77,-0.565086,1.26027
4.771,-0.56381,1.2757
4.772,-0.562519,1.29109
4.773,-0.561213,1.30644
4.774,-0.559891,1.32175
4.775,-0.558554,1.33702
4.776,-0.557202,1.35224
4.777,-0.555834,1.36742
4.778,-0.554452,1.38256
4.779,-0.553054,1.39766
4.78,-0.551641,1.41271
4.781,-0.550214,1.42772
4.782,-0.548771,1.44268
4.783,-0.547313,1.4576
4.784,-0.545841,1.47247
4.785,-0.544354,1.4873
4.786,-0.542852,1.50208
4.787,-0.541335,1.51681
4.788,-0.539803,1.5315
4.789,-0.538257,1.54614
4.79,-0.536696,1.56073
4.791,-0.535121,1.57528
4.792,-0.533531,1.58977
4.793,-0.531927,1.60422
4.794,-0.530308,1.61862
4.795,-0.528675,1.63297
4.796,-0.527028,1.64726
4.797,-0.525367,1.66151
4.798,-0.523691,1.67571
4.799,-0.522001,1.68985
4.8,-0.520297,1.70394
4.801,-0.518579,1.71798
4.802,-0.516847,1.73197
4.803,-0.515101,1.74591
4.804,-0.513342,1.75979
4.805,-0.511568,1.77362
4.806,-0.509781,1.78739
4.807,-0.507979,1.80111
4.808,-0.506165,1.81478
4.809,-0.504336,1.82839
4.81,-0.502494,1.84194
4.811,-0.500639,1.85544
4.812,-0.49877,1.86888
4.813,-0.496888,1.88227
4.814,-0.494992,1.8956
4.815,-0.493083,1.90887
4.816,-0.491161,1.92208
4.817,-0.489226,1.93524
4.818,-0.487278,1.94834
4.819,-0.485316,1.96137
4.82,-0.483342,1.97435
4.821,-0.481355,1.98727
4.822,-0.479354,2.00013
4.823,-0.477342,2.01293
4.824,-0.475316,2.02567
4.825,-0.473278,2.03835
4.826,-0.471227,2.05097
4.827,-0.469163,2.06353
4.828,-0.467087,2.07602
4.829,-0.464999,2.08845
4.83,-0.462898,2.10082
4.831,-0.460785,2.11313
4.832,-0.458659,2.12537
4.833,-0.456522,2.13755
4.834,-0.454372,2.14967
4.835,-0.45221,2.16172
4.836,-0.450037,2.1737
4.837,-0.447851,2.18563
4.838,-0.445653,2.19748
4.839,-0.443444,2.20928
4.84,-0.441223,2.221
4.841,-0.438991,2.23266
4.842,-0.436746,2.24425
4.843,-0.434491,2.25578
4.844,-0.432223,2.26724
4.845,-0.429945,2.27863
4.846,-0.427655,2.28996
4.847,-0.425353,2.30121
4.848,-0.423041,2.3124
4.849,-0.420718,2.32352
4.85,-0.418383,2.33457
4.851,-0.416037,2.34556
4.852,-0.413681,2.35647
4.853,-0.411314,2.36731
4.854,-0.408936,2.37808
4.855,-0.406547,2.38879
4.856,-0.404147,2.39942
4.857,-0.401737,2.40998
4.858,-0.399317,2.42047
4.859,-0.396886,2.43089
4.86,-0.394445,2.44124
4.861,-0.391993,2.45151
4.862,-0.389532,2.46172
4.863,-0.38706,2.47185
4.864,-0.384578,2.4819
4.865,-0.382086,2.49189
4.866,-0.379584,2.5018
4.867,-0.377072,2.51164
4.868,-0.374551,2.5214
4.869,-0.37202,2.53109
4.87,-0.369479,2.54071
4.871,-0.366929,2.55025
4.872,-0.364369,2.55972
4.873,-0.3618,2.56911
4.874,-0.359222,2.57843
4.875,-0.356634,2.58767
4.876,-0.354037,2.59684
4.877,-0.351431,2.60593
4.878,-0.348816,2.61494
4.879,-0.346192,2.62388
4.88,-0.34356,2.63274
4.881,-0.340918,2.64152
4.882,-0.338268,2.65023
4.883,-0.335609,2.65885
4.884,-0.332942,2.66741
4.885,-0.330266,2.67588
4.886,-0.327582,2.68428
4.887,-0.324889,2.69259
4.888,-0.322188,2.70083
4.889,-0.319479,2.70899
4.89,-0.316762,2.71708
4.891,-0.314037,2.72508
4.892,-0.311304,2.733
4.893,-0.308563,2.74085
4.894,-0.305815,2.74861
4.895,-0.303058,2.7563
4.896,-0.300294,2.7639
4.897,-0.297523,2.77142
4.898,-0.294744,2.77887
4.899,-0.291958,2.78623
4.9,-0.289164,2.79352
4.901,-0.286364,2.80072
4.902,-0.283556,2.80784
4.903,-0.280741,2.81488
4.904,-0.277919,2.82184
4.905,-0.27509,2.82871
4.906,-0.272255,2.83551
4.907,-0.269413,2.84222
4.908,-0.266564,2.84885
4.909,-0.263708,2.8554
4.91,-0.260846,2.86187
4.911,-0.257978,2.86825
4.912,-0.255104,2.87455
4.913,-0.252223,2.88077
4.914,-0.249336,2.8869
4.915,-0.246443,2.89296
4.916,-0.243544,2.89892
4.917,-0.240639,2.90481
4.918,-0.237729,2.91061
4.919,-0.234812,2.91633
4.92,-0.23189,2.92196
4.921,-0.228963,2.92751
4.922,-0.22603,2.93298
4.923,-0.223092,2.93836
4.924,-0.220148,2.94365
4.925,-0.217199,2.94887
4.926,-0.214245,2.95399
4.927,-0.211286,2.95904
4.928,-0.208322,2.964
4.929,-0.205353,2.96887
4.93,-0.20238,2.97366
4.931,-0.199401,2.97836
4.932,-0.196418,2.98298
4.933,-0.193431,2.98751
4.934,-0.190439,2.99196
4.935,-0.187442,2.99632
4.936,-0.184442,3.00059
4.937,-0.181437,3.00478
4.938,-0.178428,3.00889
4.939,-0.175415,3.01291
4.94,-0.172398,3.01684
4.941,-0.169378,3.02068
4.942,-0.166353,3.02444
4.943,-0.163325,3.02812
4.944,-0.160293,3.0317
4.945,-0.157258,3.03521
4.946,-0.15422,3.03862
4.947,-0.151178,3.04195
4.948,-0.148132,3.04519
4.949,-0.145084,3.04834
4.95,-0.142033,3.05141
4.951,-0.138978,3.05439
4.952,-0.135921,3.05729
4.953,-0.132861,3.06009
4.954,-0.129798,3.06281
4.955,-0.126733,3.06545
4.956,-0.123665,3.06799
4.957,-0.120594,3.07045
4.958,-0.117521,3.07282
4.959,-0.114446,3.07511
4.96,-0.111369,3.07731
4.961,-0.10829,3.07942
4.962,-0.105208,3.08144
4.963,-0.102125,3.08338
4.964,-0.0990395,3.08523
4.965,-0.0959525,3.08699
4.966,-0.0928639,3.08866
4.967,-0.0897736,3.09025
4.968,-0.0866819,3.09175
4.969,-0.0835887,3.09316
4.97,-0.0804942,3.09449
4.971,-0.0773985,3.09572
4.972,-0.0743016,3.09687
4.973,-0.0712037,3.09794
4.974,-0.0681048,3.09891
4.975,-0.065005,3.0998
4.976,-0.0619044,3.1006
4.977,-0.0588031,3.10131
4.978,-0.0557011,3.10194
4.979,-0.0525987,3.10248
4.98,-0.0494957,3.10293
4.981,-0.0463924,3.10329
4.982,-0.0432889,3.10357
4.983,-0.0401851,3.10376
4.984,-0.0370813,3.10386
4.985,-0.0339774,3.10388
4.986,-0.0308736,3.1038
4.987,-0.0277699,3.10364
4.988,-0.0246665,3.1034
4.989,-0.0215635,3.10306
4.99,-0.0184608,3.10264
4.991,-0.0153587,3.10214
4.992,-0.0122572,3.10154
4.993,-0.00915629,3.10086
4.994,-0.0060562,3.10009
4.995,-0.00295696,3.09924
4.996,0.000141332,3.0983
4.997,0.0032386,3.09727
4.998,0.00633475,3.09615
4.999,0.0094297,3.09495
