t,x,v
9.094,0.253567,0.862726
9.095,0.254425,0.857451
9.096,0.255277,0.852151
9.097,0.256124,0.846824
9.098,0.256965,0.841471
9.099,0.257801,0.836092
9.1,0.258632,0.830687
9.101,0.259457,0.825256
9.102,0.260277,0.819799
9.103,0.261091,0.814317
9.104,0.2619,0.808809
9.105,0.262703,0.803276
9.106,0.263501,0.797717
9.107,0.264293,0.792133
9.108,0.26508,0.786524
9.109,0.265861,0.78089
9.11,0.266636,0.775231
9.111,0.267405,0.769548
9.112,0.268169,0.763839
9.113,0.268927,0.758106
9.114,0.26968,0.752349
9.115,0.270426,0.746567
9.116,0.271167,0.740761
9.117,0.271902,0.734931
9.118,0.272631,0.729076
9.119,0.273354,0.723198
9.12,0.274072,0.717296
9.121,0.274783,0.711371
9.122,0.275488,0.705421
9.123,0.276188,0.699449
9.124,0.276881,0.693453
9.125,0.277569,0.687434
9.126,0.27825,0.681392
9.127,0.278925,0.675327
9.128,0.279595,0.669239
9.129,0.280258,0.663128
9.13,0.280915,0.656995
9.131,0.281566,0.650839
9.132,0.28221,0.644661
9.133,0.282849,0.638461
9.134,0.283481,0.632239
9.135,0.284107,0.625995
9.136,0.284727,0.619729
9.137,0.28534,0.613441
9.138,0.285947,0.607132
9.139,0.286548,0.600801
9.14,0.287142,0.59445
9.141,0.287731,0.588076
9.142,0.288312,0.581682
9.143,0.288888,0.575267
9.144,0.289456,0.568832
9.145,0.290019,0.562375
9.146,0.290575,0.555899
9.147,0.291124,0.549401
9.148,0.291667,0.542884
9.149,0.292203,0.536347
9.15,0.292733,0.529789
9.151,0.293256,0.523212
9.152,0.293773,0.516615
9.153,0.294283,0.509999
9.154,0.294786,0.503363
9.155,0.295283,0.496708
9.156,0.295773,0.490035
9.157,0.296256,0.483342
9.158,0.296733,0.47663
9.159,0.297203,0.4699
9.16,0.297666,0.463151
9.161,0.298122,0.456384
9.162,0.298572,0.449598
9.163,0.299015,0.442795
9.164,0.299451,0.435974
9.165,0.29988,0.429135
9.166,0.300302,0.422278
9.167,0.300718,0.415404
9.168,0.301126,0.408512
9.169,0.301528,0.401604
9.17,0.301922,0.394678
9.171,0.30231,0.387736
9.172,0.302691,0.380777
9.173,0.303065,0.373801
9.174,0.303431,0.366809
9.175,0.303791,0.359801
9.176,0.304144,0.352777
9.177,0.30449,0.345737
9.178,0.304828,0.338681
9.179,0.30516,0.33161
9.18,0.305485,0.324523
9.181,0.305802,0.317421
9.182,0.306112,0.310303
9.183,0.306415,0.303171
9.184,0.306712,0.296024
9.185,0.307,0.288863
9.186,0.307282,0.281687
9.187,0.307557,0.274496
9.188,0.307824,0.267292
9.189,0.308084,0.260073
9.19,0.308337,0.252841
9.191,0.308582,0.245595
9.192,0.308821,0.238336
9.193,0.309052,0.231063
9.194,0.309276,0.223778
9.195,0.309492,0.216479
9.196,0.309701,0.209168
9.197,0.309903,0.201844
9.198,0.310098,0.194507
9.199,0.310285,0.187158
9.2,0.310464,0.179797
9.201,0.310637,0.172425
9.202,0.310802,0.16504
9.203,0.31096,0.157644
9.204,0.31111,0.150236
9.205,0.311253,0.142817
9.206,0.311388,0.135388
9.207,0.311516,0.127947
9.208,0.311636,0.120495
9.209,0.31175,0.113033
9.21,0.311855,0.105561
9.211,0.311953,0.0980784
9.212,0.312044,0.0905858
9.213,0.312127,0.0830834
9.214,0.312202,0.0755714
9.215,0.31227,0.0680499
9.216,0.312331,0.0605191
9.217,0.312384,0.0529792
9.218,0.312429,0.0454304
9.219,0.312467,0.0378728
9.22,0.312498,0.0303067
9.221,0.31252,0.0227321
9.222,0.312535,0.0151494
9.223,0.312543,0.00755871
9.224,0.312543,-3.98431e-05
9.225,0.312535,-0.00764605
9.226,0.31252,-0.0152597
9.227,0.312497,-0.0228807
9.228,0.312467,-0.0305087
9.229,0.312429,-0.0381436
9.23,0.312383,-0.0457853
9.231,0.312329,-0.0534335
9.232,0.312268,-0.0610881
9.233,0.312199,-0.0687488
9.234,0.312123,-0.0764154
9.235,0.312039,-0.0840879
9.236,0.311947,-0.0917659
9.237,0.311848,-0.0994494
9.238,0.311741,-0.107138
9.239,0.311626,-0.114832
9.24,0.311503,-0.12253
9.241,0.311373,-0.130233
9.242,0.311235,-0.137941
9.243,0.311089,-0.145653
9.244,0.310936,-0.153369
9.245,0.310775,-0.161089
9.246,0.310606,-0.168812
9.247,0.31043,-0.176539
9.248,0.310245,-0.18427
9.249,0.310053,-0.192003
9.25,0.309854,-0.199739
9.251,0.309646,-0.207479
9.252,0.309431,-0.21522
9.253,0.309208,-0.222964
9.254,0.308977,-0.23071
9.255,0.308739,-0.238458
9.256,0.308493,-0.246208
9.257,0.308239,-0.253959
9.258,0.307977,-0.261712
9.259,0.307707,-0.269465
9.26,0.30743,-0.27722
9.261,0.307145,-0.284976
9.262,0.306852,-0.292732
9.263,0.306552,-0.300488
9.264,0.306244,-0.308245
9.265,0.305928,-0.316001
9.266,0.305604,-0.323758
9.267,0.305272,-0.331513
9.268,0.304933,-0.339269
9.269,0.304586,-0.347023
9.27,0.304231,-0.354777
9.271,0.303869,-0.362529
9.272,0.303499,-0.370279
9.273,0.303121,-0.378029
9.274,0.302735,-0.385776
9.275,0.302341,-0.393521
9.276,0.30194,-0.401264
9.277,0.301531,-0.409005
9.278,0.301114,-0.416743
9.279,0.30069,-0.424478
9.28,0.300258,-0.43221
9.281,0.299818,-0.439939
9.282,0.29937,-0.447664
9.283,0.298915,-0.455386
9.284,0.298451,-0.463104
9.285,0.297981,-0.470818
9.286,0.297502,-0.478528
9.287,0.297016,-0.486233
9.288,0.296522,-0.493933
9.289,0.29602,-0.501629
9.29,0.295511,-0.50932
9.291,0.294994,-0.517005
9.292,0.294469,-0.524685
9.293,0.293937,-0.532359
9.294,0.293397,-0.540028
9.295,0.292849,-0.54769
9.296,0.292294,-0.555346
9.297,0.291731,-0.562996
9.298,0.29116,-0.570638
9.299,0.290582,-0.578274
9.3,0.289996,-0.585903
9.301,0.289403,-0.593525
9.302,0.288801,-0.601139
9.303,0.288193,-0.608745
9.304,0.287576,-0.616344
9.305,0.286952,-0.623934
9.306,0.286321,-0.631516
9.307,0.285682,-0.639089
9.308,0.285035,-0.646654
9.309,0.284381,-0.65421
9.31,0.283719,-0.661757
9.311,0.28305,-0.669294
9.312,0.282373,-0.676822
9.313,0.281689,-0.68434
9.314,0.280997,-0.691848
9.315,0.280298,-0.699346
9.316,0.279591,-0.706833
9.317,0.278876,-0.71431
9.318,0.278155,-0.721777
9.319,0.277425,-0.729232
9.32,0.276689,-0.736676
9.321,0.275945,-0.744109
9.322,0.275193,-0.75153
9.323,0.274434,-0.758939
9.324,0.273668,-0.766336
9.325,0.272894,-0.773721
9.326,0.272113,-0.781094
9.327,0.271325,-0.788454
9.328,0.270529,-0.795801
9.329,0.269726,-0.803136
9.33,0.268915,-0.810457
9.331,0.268097,-0.817764
9.332,0.267272,-0.825058
9.333,0.26644,-0.832338
9.334,0.2656,-0.839604
9.335,0.264754,-0.846856
9.336,0.263899,-0.854094
9.337,0.263038,-0.861316
9.338,0.26217,-0.868524
9.339,0.261294,-0.875717
9.34,0.260411,-0.882895
9.341,0.259521,-0.890057
9.342,0.258624,-0.897204
9.343,0.257719,-0.904334
9.344,0.256808,-0.911449
9.345,0.255889,-0.918547
9.346,0.254964,-0.925629
9.347,0.254031,-0.932694
9.348,0.253091,-0.939743
9.349,0.252145,-0.946774
9.35,0.251191,-0.953788
9.351,0.25023,-0.960785
9.352,0.249262,-0.967764
9.353,0.248287,-0.974725
9.354,0.247306,-0.981668
9.355,0.246317,-0.988593
9.356,0.245322,-0.995499
9.357,0.244319,-1.00239
9.358,0.24331,-1.00926
9.359,0.242294,-1.01611
9.36,0.241271,-1.02294
9.361,0.240241,-1.02975
9.362,0.239205,-1.03654
9.363,0.238161,-1.04331
9.364,0.237111,-1.05006
9.365,0.236055,-1.05679
9.366,0.234991,-1.0635
9.367,0.233921,-1.07019
9.368,0.232844,-1.07686
9.369,0.231761,-1.08351
9.37,0.23067,-1.09014
9.371,0.229574,-1.09674
9.372,0.22847,-1.10333
9.373,0.22736,-1.10989
9.374,0.226244,-1.11643
9.375,0.225121,-1.12295
9.376,0.223992,-1.12944
9.377,0.222856,-1.13592
9.378,0.221713,-1.14237
9.379,0.220565,-1.1488
9.38,0.219409,-1.1552
9.381,0.218248,-1.16158
9.382,0.21708,-1.16794
9.383,0.215906,-1.17427
9.384,0.214725,-1.18058
9.385,0.213538,-1.18687
9.386,0.212345,-1.19313
9.387,0.211146,-1.19937
9.388,0.20994,-1.20558
9.389,0.208728,-1.21177
9.39,0.20751,-1.21793
9.391,0.206286,-1.22407
9.392,0.205056,-1.23018
9.393,0.20382,-1.23626
9.394,0.202577,-1.24233
9.395,0.201329,-1.24836
9.396,0.200075,-1.25437
9.397,0.198814,-1.26035
9.398,0.197548,-1.26631
9.399,0.196276,-1.27223
9.4,0.194998,-1.27814
9.401,0.193714,-1.28401
9.402,0.192424,-1.28986
9.403,0.191128,-1.29568
9.404,0.189827,-1.30147
9.405,0.188519,-1.30724
9.406,0.187206,-1.31297
9.407,0.185888,-1.31868
9.408,0.184563,-1.32436
9.409,0.183233,-1.33002
9.41,0.181898,-1.33564
9.411,0.180557,-1.34123
9.412,0.17921,-1.3468
9.413,0.177857,-1.35234
9.414,0.1765,-1.35784
9.415,0.175136,-1.36332
9.416,0.173767,-1.36877
9.417,0.172393,-1.37419
9.418,0.171014,-1.37957
9.419,0.169629,-1.38493
9.42,0.168239,-1.39026
9.421,0.166843,-1.39556
9.422,0.165442,-1.40082
9.423,0.164036,-1.40606
9.424,0.162625,-1.41126
9.425,0.161208,-1.41643
9.426,0.159787,-1.42157
9.427,0.15836,-1.42668
9.428,0.156928,-1.43176
9.429,0.155492,-1.43681
9.43,0.15405,-1.44182
9.431,0.152603,-1.4468
9.432,0.151151,-1.45175
9.433,0.149695,-1.45667
9.434,0.148233,-1.46155
9.435,0.146767,-1.4664
9.436,0.145295,-1.47122
9.437,0.143819,-1.47601
9.438,0.142339,-1.48076
9.439,0.140853,-1.48548
9.44,0.139363,-1.49016
9.441,0.137868,-1.49481
9.442,0.136369,-1.49943
9.443,0.134865,-1.50401
9.444,0.133356,-1.50856
9.445,0.131843,-1.51307
9.446,0.130325,-1.51755
9.447,0.128804,-1.522
9.448,0.127277,-1.52641
9.449,0.125746,-1.53078
9.45,0.124211,-1.53512
9.451,0.122672,-1.53942
9.452,0.121128,-1.54369
9.453,0.11958,-1.54792
9.454,0.118028,-1.55212
9.455,0.116472,-1.55628
9.456,0.114911,-1.56041
9.457,0.113347,-1.56449
9.458,0.111778,-1.56855
9.459,0.110206,-1.57256
9.46,0.108629,-1.57654
9.461,0.107049,-1.58048
9.462,0.105464,-1.58439
9.463,0.103876,-1.58826
9.464,0.102284,-1.59209
9.465,0.100688,-1.59588
9.466,0.0990885,-1.59964
9.467,0.0974851,-1.60336
9.468,0.0958781,-1.60704
9.469,0.0942674,-1.61068
9.47,0.0926531,-1.61429
9.471,0.0910353,-1.61785
9.472,0.0894139,-1.62138
9.473,0.087789,-1.62487
9.474,0.0861607,-1.62832
9.475,0.084529,-1.63173
9.476,0.0828938,-1.63511
9.477,0.0812554,-1.63844
9.478,0.0796137,-1.64174
9.479,0.0779687,-1.645
9.48,0.0763205,-1.64821
9.481,0.0746691,-1.65139
9.482,0.0730145,-1.65453
9.483,0.0713569,-1.65763
9.484,0.0696962,-1.66069
9.485,0.0680325,-1.66371
9.486,0.0663658,-1.66669
9.487,0.0646962,-1.66962
9.488,0.0630237,-1.67252
9.489,0.0613483,-1.67538
9.49,0.0596701,-1.6782
9.491,0.0579891,-1.68098
9.492,0.0563054,-1.68371
9.493,0.054619,-1.68641
9.494,0.0529299,-1.68906
9.495,0.0512383,-1.69168
9.496,0.049544,-1.69425
9.497,0.0478472,-1.69678
9.498,0.0461479,-1.69927
9.499,0.0444462,-1.70172
9.5,0.0427421,-1.70413
9.501,0.0410356,-1.70649
9.502,0.0393268,-1.70881
9.503,0.0376157,-1.7111
9.504,0.0359024,-1.71333
9.505,0.0341868,-1.71553
9.506,0.0324692,-1.71769
9.507,0.0307494,-1.7198
9.508,0.0290275,-1.72187
9.509,0.0273036,-1.7239
9.51,0.0255777,-1.72588
9.511,0.0238499,-1.72783
9.512,0.0221201,-1.72973
9.513,0.0203886,-1.73158
9.514,0.0186552,-1.7334
9.515,0.01692,-1.73517
9.516,0.0151831,-1.7369
9.517,0.0134445,-1.73858
9.518,0.0117043,-1.74022
9.519,0.00996247,-1.74182
9.52,0.0082191,-1.74338
9.521,0.00647421,-1.74489
9.522,0.00472785,-1.74635
9.523,0.00298007,-1.74778
9.524,0.00123092,-1.74916
9.525,-0.000519579,-1.75049
9.526,-0.00227137,-1.75179
9.527,-0.0040244,-1.75304
9.528,-0.00577864,-1.75424
9.529,-0.00753404,-1.7554
9.53,-0.00929056,-1.75652
9.531,-0.0110481,-1.75759
9.532,-0.0128068,-1.75861
9.533,-0.0145664,-1.7596
9.534,-0.0163269,-1.76053
9.535,-0.0180883,-1.76143
9.536,-0.0198506,-1.76228
9.537,-0.0216137,-1.76308
9.538,-0.0233775,-1.76384
9.539,-0.0251421,-1.76456
9.54,-0.0269073,-1.76523
9.541,-0.0286731,-1.76585
9.542,-0.0304396,-1.76643
9.543,-0.0322065,-1.76696
9.544,-0.033974,-1.76745
9.545,-0.0357419,-1.7679
9.546,-0.0375102,-1.7683
9.547,-0.0392788,-1.76865
9.548,-0.0410478,-1.76896
9.549,-0.042817,-1.76922
9.55,-0.0445865,-1.76944
9.551,-0.0463561,-1.76961
9.552,-0.0481258,-1.76974
9.553,-0.0498956,-1.76982
9.554,-0.0516655,-1.76986
9.555,-0.0534353,-1.76985
9.556,-0.0552051,-1.76979
9.557,-0.0569748,-1.76969
9.558,-0.0587444,-1.76954
9.559,-0.0605137,-1.76935
9.56,-0.0622828,-1.76911
9.561,-0.0640516,-1.76882
9.562,-0.0658201,-1.76849
9.563,-0.0675882,-1.76812
9.564,-0.0693559,-1.76769
9.565,-0.0711232,-1.76722
9.566,-0.0728899,-1.76671
9.567,-0.074656,-1.76615
9.568,-0.0764216,-1.76554
9.569,-0.0781864,-1.76489
9.57,-0.0799506,-1.76419
9.571,-0.0817141,-1.76344
9.572,-0.0834767,-1.76265
9.573,-0.0852385,-1.76181
9.574,-0.0869995,-1.76093
9.575,-0.0887595,-1.76
9.576,-0.0905185,-1.75902
9.577,-0.0922765,-1.75799
9.578,-0.0940334,-1.75692
9.579,-0.0957892,-1.75581
9.58,-0.0975438,-1.75465
9.581,-0.0992973,-1.75344
9.582,-0.101049,-1.75218
9.583,-0.1028,-1.75088
9.584,-0.10455,-1.74953
9.585,-0.106298,-1.74814
9.586,-0.108045,-1.7467
9.587,-0.10979,-1.74521
9.588,-0.111534,-1.74368
9.589,-0.113276,-1.7421
9.59,-0.115016,-1.74047
9.591,-0.116755,-1.7388
9.592,-0.118492,-1.73708
9.593,-0.120227,-1.73531
9.594,-0.121961,-1.7335
9.595,-0.123692,-1.73164
9.596,-0.125422,-1.72974
9.597,-0.12715,-1.72778
9.598,-0.128876,-1.72579
9.599,-0.1306,-1.72374
9.6,-0.132321,-1.72165
9.601,-0.134041,-1.71952
9.602,-0.135758,-1.71733
9.603,-0.137473,-1.7151
9.604,-0.139186,-1.71283
9.605,-0.140896,-1.7105
9.606,-0.142605,-1.70814
9.607,-0.14431,-1.70572
9.608,-0.146014,-1.70326
9.609,-0.147714,-1.70075
9.61,-0.149413,-1.6982
9.611,-0.151108,-1.6956
9.612,-0.152801,-1.69296
9.613,-0.154491,-1.69027
9.614,-0.156179,-1.68753
9.615,-0.157864,-1.68474
9.616,-0.159546,-1.68192
9.617,-0.161225,-1.67904
9.618,-0.162901,-1.67612
9.619,-0.164574,-1.67315
9.62,-0.166244,-1.67014
9.621,-0.167911,-1.66708
9.622,-0.169575,-1.66398
9.623,-0.171236,-1.66083
9.624,-0.172894,-1.65763
9.625,-0.174548,-1.65439
9.626,-0.176199,-1.6511
9.627,-0.177847,-1.64777
9.628,-0.179491,-1.64439
9.629,-0.181132,-1.64097
9.63,-0.18277,-1.6375
9.631,-0.184404,-1.63398
9.632,-0.186034,-1.63042
9.633,-0.187661,-1.62682
9.634,-0.189284,-1.62317
9.635,-0.190904,-1.61947
9.636,-0.192519,-1.61573
9.637,-0.194131,-1.61195
9.638,-0.195739,-1.60812
9.639,-0.197344,-1.60424
9.64,-0.198944,-1.60032
9.641,-0.20054,-1.59636
9.642,-0.202133,-1.59235
9.643,-0.203721,-1.5883
9.644,-0.205305,-1.5842
9.645,-0.206885,-1.58006
9.646,-0.208461,-1.57587
9.647,-0.210033,-1.57164
9.648,-0.2116,-1.56736
9.649,-0.213163,-1.56304
9.65,-0.214722,-1.55868
9.651,-0.216276,-1.55427
9.652,-0.217826,-1.54982
9.653,-0.219371,-1.54532
9.654,-0.220912,-1.54078
9.655,-0.222448,-1.5362
9.656,-0.22398,-1.53157
9.657,-0.225507,-1.5269
9.658,-0.227029,-1.52219
9.659,-0.228546,-1.51743
9.66,-0.230059,-1.51263
9.661,-0.231567,-1.50779
9.662,-0.23307,-1.5029
9.663,-0.234567,-1.49797
9.664,-0.23606,-1.493
9.665,-0.237548,-1.48798
9.666,-0.239031,-1.48292
9.667,-0.240509,-1.47782
9.668,-0.241982,-1.47268
9.669,-0.243449,-1.46749
9.67,-0.244912,-1.46227
9.671,-0.246369,-1.457
9.672,-0.24782,-1.45168
9.673,-0.249267,-1.44633
9.674,-0.250708,-1.44093
9.675,-0.252143,-1.4355
9.676,-0.253573,-1.43002
9.677,-0.254998,-1.42449
9.678,-0.256417,-1.41893
9.679,-0.25783,-1.41333
9.68,-0.259238,-1.40768
9.681,-0.26064,-1.402
9.682,-0.262036,-1.39627
9.683,-0.263426,-1.3905
9.684,-0.264811,-1.38469
9.685,-0.26619,-1.37884
9.686,-0.267563,-1.37295
9.687,-0.26893,-1.36702
9.688,-0.270291,-1.36105
9.689,-0.271646,-1.35504
9.69,-0.272995,-1.34899
9.691,-0.274338,-1.3429
9.692,-0.275675,-1.33677
9.693,-0.277005,-1.3306
9.694,-0.27833,-1.32439
9.695,-0.279648,-1.31814
9.696,-0.28096,-1.31185
9.697,-0.282265,-1.30553
9.698,-0.283564,-1.29916
9.699,-0.284857,-1.29276
9.7,-0.286143,-1.28631
9.701,-0.287423,-1.27983
9.702,-0.288696,-1.27331
9.703,-0.289963,-1.26675
9.704,-0.291223,-1.26015
9.705,-0.292477,-1.25352
9.706,-0.293724,-1.24685
9.707,-0.294964,-1.24014
9.708,-0.296197,-1.23339
9.709,-0.297424,-1.2266
9.71,-0.298644,-1.21978
9.711,-0.299857,-1.21292
9.712,-0.301063,-1.20602
9.713,-0.302262,-1.19909
9.714,-0.303454,-1.19212
9.715,-0.304639,-1.18511
9.716,-0.305817,-1.17807
9.717,-0.306988,-1.17099
9.718,-0.308152,-1.16388
9.719,-0.309309,-1.15673
9.72,-0.310458,-1.14954
9.721,-0.3116,-1.14232
9.722,-0.312735,-1.13506
9.723,-0.313863,-1.12777
9.724,-0.314984,-1.12044
9.725,-0.316097,-1.11308
9.726,-0.317202,-1.10568
9.727,-0.318301,-1.09825
9.728,-0.319392,-1.09079
9.729,-0.320475,-1.08329
9.73,-0.321551,-1.07575
9.731,-0.322619,-1.06819
9.732,-0.323679,-1.06058
9.733,-0.324732,-1.05295
9.734,-0.325778,-1.04528
9.735,-0.326815,-1.03758
9.736,-0.327845,-1.02985
9.737,-0.328867,-1.02208
9.738,-0.329881,-1.01428
9.739,-0.330888,-1.00645
9.74,-0.331886,-0.998584
9.741,-0.332877,-0.990688
9.742,-0.33386,-0.98276
9.743,-0.334835,-0.9748
9.744,-0.335801,-0.96681
9.745,-0.33676,-0.958787
9.746,-0.337711,-0.950734
9.747,-0.338654,-0.94265
9.748,-0.339588,-0.934535
9.749,-0.340515,-0.926389
9.75,-0.341433,-0.918214
9.751,-0.342343,-0.910008
9.752,-0.343245,-0.901772
9.753,-0.344138,-0.893506
9.754,-0.345023,-0.885211
9.755,-0.3459,-0.876887
9.756,-0.346769,-0.868533
9.757,-0.347629,-0.860151
9.758,-0.348481,-0.851739
9.759,-0.349324,-0.8433
9.76,-0.350159,-0.834832
9.761,-0.350985,-0.826335
9.762,-0.351803,-0.817811
9.763,-0.352612,-0.809259
9.764,-0.353413,-0.80068
9.765,-0.354205,-0.792073
9.766,-0.354988,-0.78344
9.767,-0.355763,-0.774779
9.768,-0.356529,-0.766092
9.769,-0.357287,-0.757378
9.77,-0.358035,-0.748638
9.771,-0.358775,-0.739872
9.772,-0.359506,-0.73108
9.773,-0.360228,-0.722262
9.774,-0.360942,-0.713419
9.775,-0.361646,-0.704551
9.776,-0.362342,-0.695658
9.777,-0.363029,-0.686741
9.778,-0.363707,-0.677798
9.779,-0.364375,-0.668832
9.78,-0.365035,-0.659841
9.781,-0.365686,-0.650827
9.782,-0.366328,-0.641789
9.783,-0.366961,-0.632727
9.784,-0.367584,-0.623642
9.785,-0.368199,-0.614535
9.786,-0.368804,-0.605404
9.787,-0.3694,-0.596251
9.788,-0.369987,-0.587076
9.789,-0.370565,-0.577879
9.79,-0.371134,-0.56866
9.791,-0.371693,-0.559419
9.792,-0.372244,-0.550157
9.793,-0.372784,-0.540874
9.794,-0.373316,-0.53157
9.795,-0.373838,-0.522245
9.796,-0.374351,-0.5129
9.797,-0.374855,-0.503535
9.798,-0.375349,-0.49415
9.799,-0.375834,-0.484745
9.8,-0.376309,-0.47532
9.801,-0.376775,-0.465877
9.802,-0.377231,-0.456414
9.803,-0.377678,-0.446933
9.804,-0.378116,-0.437433
9.805,-0.378543,-0.427914
9.806,-0.378962,-0.418378
9.807,-0.379371,-0.408824
9.808,-0.37977,-0.399252
9.809,-0.38016,-0.389663
9.81,-0.38054,-0.380057
9.811,-0.38091,-0.370434
9.812,-0.381271,-0.360795
9.813,-0.381622,-0.351139
9.814,-0.381964,-0.341467
9.815,-0.382295,-0.33178
9.816,-0.382617,-0.322076
9.817,-0.38293,-0.312358
9.818,-0.383232,-0.302624
9.819,-0.383525,-0.292875
9.82,-0.383808,-0.283112
9.821,-0.384082,-0.273335
9.822,-0.384345,-0.263543
9.823,-0.384599,-0.253738
9.824,-0.384843,-0.243918
9.825,-0.385077,-0.234086
9.826,-0.385301,-0.224241
9.827,-0.385516,-0.214382
9.828,-0.38572,-0.204511
9.829,-0.385915,-0.194628
9.83,-0.386099,-0.184733
9.831,-0.386274,-0.174826
9.832,-0.386439,-0.164907
9.833,-0.386594,-0.154978
9.834,-0.386739,-0.145037
9.835,-0.386874,-0.135085
9.836,-0.386999,-0.125123
9.837,-0.387115,-0.115151
9.838,-0.38722,-0.105168
9.839,-0.387315,-0.095176
9.84,-0.3874,-0.0851744
9.841,-0.387475,-0.0751636
9.842,-0.38754,-0.0651439
9.843,-0.387595,-0.0551155
9.844,-0.387641,-0.0450787
9.845,-0.387676,-0.0350337
9.846,-0.387701,-0.0249808
9.847,-0.387716,-0.0149204
9.848,-0.38772,-0.00485251
9.849,-0.387715,0.00522243
9.85,-0.3877,0.0153042
9.851,-0.387674,0.0253925
9.852,-0.387639,0.0354871
9.853,-0.387593,0.0455878
9.854,-0.387538,0.0556942
9.855,-0.387472,0.0658061
9.856,-0.387396,0.0759232
9.857,-0.38731,0.0860453
9.858,-0.387214,0.0961721
9.859,-0.387107,0.106303
9.86,-0.386991,0.116439
9.861,-0.386864,0.126578
9.862,-0.386728,0.136721
9.863,-0.386581,0.146867
9.864,-0.386424,0.157016
9.865,-0.386257,0.167168
9.866,-0.386079,0.177323
9.867,-0.385892,0.187479
9.868,-0.385694,0.197638
9.869,-0.385486,0.207799
9.87,-0.385268,0.217961
9.871,-0.38504,0.228124
9.872,-0.384802,0.238288
9.873,-0.384554,0.248452
9.874,-0.384295,0.258617
9.875,-0.384026,0.268782
9.876,-0.383747,0.278947
9.877,-0.383458,0.289111
9.878,-0.383159,0.299275
9.879,-0.382849,0.309438
9.88,-0.38253,0.319599
9.881,-0.3822,0.329759
9.882,-0.38186,0.339916
9.883,-0.38151,0.350072
9.884,-0.38115,0.360226
9.885,-0.380779,0.370376
9.886,-0.380399,0.380524
9.887,-0.380008,0.390668
9.888,-0.379607,0.400809
9.889,-0.379197,0.410947
9.89,-0.378775,0.42108
9.891,-0.378344,0.431208
9.892,-0.377903,0.441333
9.893,-0.377451,0.451452
9.894,-0.37699,0.461566
9.895,-0.376518,0.471675
9.896,-0.376036,0.481778
9.897,-0.375545,0.491875
9.898,-0.375043,0.501966
9.899,-0.374531,0.51205
9.9,-0.374008,0.522127
9.901,-0.373476,0.532198
9.902,-0.372934,0.542261
9.903,-0.372382,0.552316
9.904,-0.371819,0.562363
9.905,-0.371247,0.572402
9.906,-0.370664,0.582433
9.907,-0.370072,0.592455
9.908,-0.369469,0.602468
9.909,-0.368857,0.612471
9.91,-0.368235,0.622465
9.911,-0.367602,0.63245
9.912,-0.36696,0.642424
9.913,-0.366307,0.652387
9.914,-0.365645,0.66234
9.915,-0.364973,0.672282
9.916,-0.36429,0.682213
9.917,-0.363598,0.692132
9.918,-0.362896,0.702039
9.919,-0.362184,0.711935
9.92,-0.361463,0.721817
9.921,-0.360731,0.731688
9.922,-0.359989,0.741545
9.923,-0.359238,0.751389
9.924,-0.358477,0.76122
9.925,-0.357706,0.771037
9.926,-0.356925,0.78084
9.927,-0.356134,0.790629
9.928,-0.355334,0.800403
9.929,-0.354524,0.810163
9.93,-0.353704,0.819907
9.931,-0.352874,0.829636
9.932,-0.352035,0.839349
9.933,-0.351186,0.849047
9.934,-0.350327,0.858728
9.935,-0.349459,0.868393
9.936,-0.348581,0.878041
9.937,-0.347693,0.887672
9.938,-0.346796,0.897286
9.939,-0.345889,0.906882
9.94,-0.344972,0.91646
9.941,-0.344046,0.92602
9.942,-0.343111,0.935562
9.943,-0.342166,0.945086
9.944,-0.341211,0.95459
9.945,-0.340247,0.964075
9.946,-0.339273,0.973541
9.947,-0.33829,0.982987
9.948,-0.337298,0.992413
9.949,-0.336296,1.00182
9.95,-0.335285,1.0112
9.951,-0.334264,1.02057
9.952,-0.333234,1.02991
9.953,-0.332195,1.03923
9.954,-0.331147,1.04853
9.955,-0.330089,1.05781
9.956,-0.329022,1.06707
9.957,-0.327945,1.0763
9.958,-0.32686,1.08551
9.959,-0.325765,1.0947
9.96,-0.324661,1.10387
9.961,-0.323548,1.11301
9.962,-0.322426,1.12213
9.963,-0.321295,1.13122
9.964,-0.320155,1.14029
9.965,-0.319005,1.14934
9.966,-0.317847,1.15836
9.967,-0.31668,1.16735
9.968,-0.315503,1.17633
9.969,-0.314318,1.18527
9.97,-0.313124,1.19419
9.971,-0.311921,1.20308
9.972,-0.310709,1.21195
9.973,-0.309488,1.22079
9.974,-0.308258,1.2296
9.975,-0.30702,1.23839
9.976,-0.305773,1.24715
9.977,-0.304517,1.25588
9.978,-0.303253,1.26458
9.979,-0.301979,1.27326
9.98,-0.300697,1.2819
9.981,-0.299407,1.29052
9.982,-0.298108,1.29911
9.983,-0.2968,1.30767
9.984,-0.295484,1.3162
9.985,-0.294159,1.3247
9.986,-0.292826,1.33318
9.987,-0.291484,1.34162
9.988,-0.290134,1.35003
9.989,-0.288776,1.35841
9.99,-0.287409,1.36676
9.991,-0.286034,1.37508
9.992,-0.284651,1.38336
9.993,-0.283259,1.39162
9.994,-0.281859,1.39984
9.995,-0.280451,1.40803
9.996,-0.279035,1.41619
9.997,-0.277611,1.42432
9.998,-0.276178,1.43241
9.999,-0.274738,1.44047
10,-0.273289,1.4485
10.001,-0.271833,1.45649
10.002,-0.270368,1.46445
10.003,-0.268896,1.47238
